	sample	Bin	Dataset	Complete	Single	Duplicated	Fragmented	Missing	n_markers	Scaffold N50	Contigs N50	Percent gaps	Number of scaffolds	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N90	auN	L50	L90	# N's per 100 kbp
71	SnakeMAGs	bin_10	bacteria_odb10	88.7	88.7	0	0.8	10.5	124	89970	89970	0.00%	38	81.26	0.41	Neural Network (Specific Model)	11	0.834	89970	297.94033935413245	1954611	0.32	1827	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.62	0.959							ani_screen	classification based on ANI only						1858	1809	38	kingdom	1	0.97	0	0	0	0.96	0.94	TRUE	38	38	37	33	21	13	1954611	1954611	1951082	1920896	1734476	1444931	38	217061	1954611	31.93	89970	20448	107124.8	7	23	0
72	SnakeMAGs	bin_11	bacteria_odb10	100	100	0	0	0	124	124164	124164	0.00%	56	100	0.13	Neural Network (Specific Model)	11	0.884	124164	316.85703936247285	4447385	0.51	4141	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.91	0.879							ani_screen	classification based on ANI only	"GCA_019415335.1, s__Citrobacter_A sp019415335, 95.0, 83.95, 0.277; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.31, 0.581; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.2, 0.672; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.93, 0.759; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.77, 0.787; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.3, 0.801; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.79, 0.795; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.04, 0.805; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.78, 0.803; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.53, 0.716; GCF_000194175.1, s__Escherichia coli_F, 95.0, 95.96, 0.916"					4146	4139	56	genus	0.97	0.97	0.01	0.19	0.44	1	0.96	TRUE	56	56	54	52	44	31	4447385	4447385	4439733	4424515	4297977	3845883	56	236458	4447385	50.8	124164	40988	131308.8	13	35	0
73	SnakeMAGs	bin_12	bacteria_odb10	42.7	42.7	0	0.8	56.5	124	317002	317002	0.00%	12	63.77	0.15	Neural Network (Specific Model)	11	0.882	317002	314.1468531468532	1220240	0.37	1144	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.18	0.962							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.65, 0.853"					1161	1145	12	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	12	12	10	9	8	7	1220240	1220240	1213978	1208751	1186516	1158703	12	329583	1220240	36.54	317002	105830	217972.6	2	6	0
74	SnakeMAGs	bin_2	bacteria_odb10	88.7	87.9	0.8	1.6	9.7	124	44110	44110	0.00%	64	95.03	0.06	Neural Network (Specific Model)	11	0.869	44110	344.9404015056461	1894851	0.49	1594	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	99.99	0.999							ani_screen	classification based on ANI only	"GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.86, 0.812"					1547	1498	64	kingdom	1	0.97	0	0	0	0.97	0.94	TRUE	64	64	58	50	28	12	1894851	1894851	1868323	1811628	1433782	876658	64	98466	1894851	48.99	44110	14627	49510.5	14	42	0
75	SnakeMAGs	bin_3	bacteria_odb10	11.3	11.3	0	0	88.7	124	263823	263823	0.00%	2	11.44	0	Neural Network (Specific Model)	11	0.89	263823	336.03007518796994	300744	0.31	266	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.84	1							ani_screen	classification based on ANI only						268	267	2	kingdom	1	1	0	0	0	0.98	0.97	TRUE	2	2	2	2	2	1	300744	300744	300744	300744	300744	263823	2	263823	300744	31.48	263823	36921	235967.3	1	2	0
76	SnakeMAGs	bin_5	bacteria_odb10	57.3	56.5	0.8	3.2	39.5	124	86992	86992	0.00%	12	41.32	0.04	Neural Network (Specific Model)	11	0.841	86992	288.57219973009444	761684	0.37	741	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.11	0.926							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.89, 0.818"					773	760	12	kingdom	1	0.98	0	0	0	0.99	0.97	TRUE	12	12	11	10	8	6	761684	761684	758541	752344	706065	614037	12	171112	761684	36.75	86992	44029	97503.7	4	8	0
77	SnakeMAGs	bin_6	bacteria_odb10	49.2	49.2	0	12.9	37.9	124	6029	6029	0.00%	332	77.4	2.07	Neural Network (Specific Model)	11	0.898	6029	262.8437327443401	1586947	0.35	1811	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	GCF_000186445.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	99	0.878							ani_screen	classification based on ANI only						1832	1807	332	kingdom	1	0.99	0	0	0	0.99	0.97	TRUE	332	332	108	27	0	0	1586947	1586947	921338	362064	0	0	332	21131	1586947	35.21	6029	2418	7133.2	85	253	0
78	SnakeMAGs	bin_7	bacteria_odb10	39.5	38.7	0.8	16.1	44.4	124	5047	5047	0.00%	459	70.56	2.32	Neural Network (Specific Model)	11	0.848	5047	259.21237693389594	1951860	0.33	2133	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	99.93	0.973							ani_screen	classification based on ANI only	"GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.88, 0.656; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.53, 0.716; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.56, 0.666"					2144	2117	459	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	459	459	122	22	1	0	1951860	1951860	983444	318639	34622	0	459	34622	1951860	32.86	5047	2180	6580.5	121	354	0
79	SnakeMAGs	bin_8	bacteria_odb10	93.5	92.7	0.8	0	6.5	124	117429	117429	0.00%	56	99.39	0.13	Neural Network (Specific Model)	11	0.89	117429	310.1554479418886	4309192	0.69	4130	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	GCF_000012905.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	98.26	0.911							ani_screen	classification based on ANI only	"GCF_003050905.1, s__Cereibacter_A azotoformans, 95.0, 87.04, 0.503; GCF_001720585.1, s__Cereibacter_A johrii, 95.0, 94.78, 0.863; GCF_003034985.1, s__Cereibacter changlensis, 95.0, 81.75, 0.208; GCF_900207575.1, s__Cereibacter_A ovatus, 95.0, 82.48, 0.265; GCF_002407205.1, s__Cereibacter_A sp002407205, 95.0, 84.76, 0.39"					4173	4080	56	order	0.99	0.97	0.45	0.02	0.05	0.95	0.92	TRUE	56	56	52	48	40	31	4309192	4309192	4294996	4262097	4154025	3832826	56	336035	4309192	69.24	117429	46864	154094.5	11	32	0
80	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_1	bacteria_odb10	100	100	0	0	0	124	1781639	1585890	0.02%	6	100	0.13	Neural Network (Specific Model)	11	0.876	1781639	314.1120649651972	4631036	0.51	4310	None	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.93	0.856							ani_screen	classification based on ANI only	"GCA_019415335.1, s__Citrobacter_A sp019415335, 95.0, 83.99, 0.275; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.18, 0.679; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.37, 0.805; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.78, 0.781; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.54, 0.784; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.12, 0.775; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.6, 0.564; GCF_000194175.1, s__Escherichia coli_F, 95.0, 95.45, 0.891; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.76, 0.782; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.93, 0.737; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.52, 0.691"					4307	4297	6	kingdom	1	1	0	0	0	0.99	0.99	TRUE	6	6	6	6	6	6	4631036	4631036	4631036	4631036	4631036	4631036	6	1789126	4631036	50.8	1781639	212910	1451860.8	2	4	23.75
81	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_10	bacteria_odb10	76.6	76.6	0	2.4	21	124	110919	110919	0.00%	31	99.1	0.09	Neural Network (Specific Model)	11	0.889	110919	299.68225650916105	2093973	0.35	2074	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	GCF_000186445.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	97.98	0.841							ani_screen	classification based on ANI only						2086	2066	31	kingdom	1	0.99	0	0	0	0.98	0.97	TRUE	31	31	30	30	20	13	2093973	2093973	2089114	2089114	1917174	1644313	31	321484	2093973	35.45	110919	31437	140818.2	6	19	0.48
82	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_11	bacteria_odb10	8.9	8.9	0	1.6	89.5	124	148391	125784	3.71%	4	20.5	0	Neural Network (Specific Model)	11	0.835	148391	341.0076726342711	478092	0.49	391	None	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	GCF_000010505.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	100	0.97							ani_screen	classification based on ANI only	"GCF_000378065.1, s__Porphyromonas gulae, 95.0, 92.57, 0.65"					365	353	4	genus	0.95	0.92	0.16	0.13	0.29	0.97	0.89	TRUE	4	4	4	4	4	3	478092	478092	478092	478092	478092	435161	4	170003	478092	49.06	148391	116767	138882.3	2	3	3712.05
83	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_12	bacteria_odb10	4.8	4	0.8	4	91.2	124	281949	231872	0.01%	10	32.71	0.09	Neural Network (Specific Model)	11	0.84	281949	272.26624068157616	1823040	0.34	1878	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	GCA_016925055.1	95.15	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A pacificus	96.59	0.754							ani_screen	classification based on ANI only	"GCF_014932895.1, s__Bacillus_A thuringiensis_AA, 95.0, 88.35, 0.565; GCF_001583695.1, s__Bacillus_A wiedmannii, 95.0, 92.01, 0.737; GCF_000496285.1, s__Bacillus_A toyonensis, 95.0, 89.37, 0.543; GCF_002567495.1, s__Bacillus_A cereus_AQ, 95.0, 88.81, 0.668; GCF_007678085.1, s__Bacillus_A cereus_BE, 95.0, 91.69, 0.708; GCF_001884185.1, s__Bacillus_A albus, 95.0, 90.95, 0.7; GCF_900094905.1, s__Bacillus_A cereus_AG, 95.0, 91.64, 0.686; GCA_027694045.1, s__Bacillus_A sp027694045, 95.0, 87.51, 0.462; GCF_001884035.1, s__Bacillus_A tropicus, 95.0, 93.86, 0.787; GCF_002584985.1, s__Bacillus_A sp002584985, 95.0, 88.09, 0.517; GCF_000021305.1, s__Bacillus_A thuringiensis_S, 95.0, 90.06, 0.654; GCF_001595725.1, s__Bacillus_A thuringiensis_K, 95.84, 90.27, 0.657; GCF_006494425.1, s__Bacillus_A sp006494425, 95.0, 92.79, 0.77; GCF_000742895.1, s__Bacillus_A anthracis, 95.0, 92.65, 0.728; GCF_022663335.1, s__Bacillus_A cereus_BC, 95.0, 92.01, 0.727; GCF_002559825.1, s__Bacillus_A thuringiensis, 96.56, 89.86, 0.693; GCF_003400245.1, s__Bacillus_A sp003400245, 95.0, 91.69, 0.724; GCF_002746455.1, s__Bacillus_A fungorum, 95.0, 91.49, 0.669; GCF_001884135.1, s__Bacillus_A nitratireducens, 95.0, 88.84, 0.565; GCF_001455345.1, s__Bacillus_A thuringiensis_N, 95.0, 93.03, 0.771; GCF_018332475.1, s__Bacillus_A sanguinis, 95.0, 91.72, 0.696; GCF_000007825.1, s__Bacillus_A cereus, 96.65, 90.33, 0.666; GCF_018966865.1, s__Bacillus_A sp018966865, 95.0, 88.01, 0.545; GCF_025917685.1, s__Bacillus_A cereus_AT, 95.17, 88.34, 0.569; GCF_001883995.1, s__Bacillus_A paranthracis, 95.15, 94.38, 0.799; GCF_001884045.1, s__Bacillus_A mobilis, 95.0, 91.14, 0.73; GCF_002912215.1, s__Bacillus_A bombysepticus, 96.51, 89.56, 0.655; GCF_008923725.1, s__Bacillus_A sp008923725, 95.0, 91.68, 0.687; GCF_001182785.1, s__Bacillus_A thuringiensis_AB, 96.35, 90.2, 0.686; GCF_002571225.1, s__Bacillus_A sp002571225, 95.0, 91.76, 0.733; GCF_001884105.1, s__Bacillus_A luti, 95.0, 89.17, 0.614"					1898	1861	10	kingdom	1	0.98	0	0	0	0.91	0.89	TRUE	10	10	10	10	9	9	1823040	1823040	1823040	1823040	1806882	1806882	10	349653	1823040	34.26	281949	96218	256537.5	3	7	7.84
84	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_2	bacteria_odb10	99.2	98.4	0.8	0.8	0	124	2033003	1330885	0.13%	1	100	0.06	Neural Network (Specific Model)	11	0.856	2033003	305.5213045765387	2033003	0.37	1901	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	GCF_006739205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	99.08	0.952							ani_screen	classification based on ANI only	"GCF_002355215.1, s__Streptococcus troglodytae, 95.0, 94.62, 0.841"					1952	1924	1	kingdom	1	0.99	0	0	0	0.99	0.98	TRUE	1	1	1	1	1	1	2033003	2033003	2033003	2033003	2033003	2033003	1	2033003	2033003	36.81	2033003	2033003	2033003	1	1	132.86
85	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_3	bacteria_odb10	71	70.2	0.8	3.2	25.8	124	59366	50790	0.13%	74	95.47	1.25	Neural Network (Specific Model)	11	0.841	59366	296.6653144016227	2604408	0.33	2465	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	99.6	0.97							ani_screen	classification based on ANI only	"GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.7, 0.797; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.57, 0.77; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.89, 0.777"					2497	2472	74	kingdom	1	0.99	0	0	0	0.98	0.97	TRUE	74	74	62	55	36	21	2604408	2604408	2566256	2518308	2213872	1690024	74	162296	2604408	32.58	59366	19116	69790.1	14	43	125.75
86	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_4	bacteria_odb10	100	99.2	0.8	0	0	124	3127269	826449	0.37%	3	100	0.15	Neural Network (Specific Model)	11	0.885	3127269	314.6143231025458	4473499	0.69	4203	None	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	GCF_000012905.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	98.18	0.888							ani_screen	classification based on ANI only	"GCF_003050905.1, s__Cereibacter_A azotoformans, 95.0, 87.12, 0.501; GCF_001720585.1, s__Cereibacter_A johrii, 95.0, 94.92, 0.837; GCF_003034985.1, s__Cereibacter changlensis, 95.0, 81.84, 0.206; GCF_002407205.1, s__Cereibacter_A sp002407205, 95.0, 84.78, 0.389; GCF_900207575.1, s__Cereibacter_A ovatus, 95.0, 82.6, 0.273"					4248	4147	3	order	0.99	0.96	0.2	0.03	0.06	0.95	0.91	TRUE	3	3	3	3	3	3	4473499	4473499	4473499	4473499	4473499	4473499	3	3127269	4473499	69.04	3127269	1221364	2523110.6	1	2	366.94
87	nf_core_mag_hybrid	SPAdesHybrid-MetaBAT2-mock_5	bacteria_odb10	99.2	99.2	0	0	0.8	124	331526	331526	0.00%	6	99.9	0.06	Neural Network (Specific Model)	11	0.834	331526	305.31607879065507	2395709	0.32	2183	None	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.62	0.979							ani_screen	classification based on ANI only						2221	2188	6	kingdom	1	0.99	0	0	0	0.97	0.96	TRUE	6	6	6	6	6	6	2395709	2395709	2395709	2395709	2395709	2395709	6	1166609	2395709	32.15	331526	210293	702676.2	2	5	0
